"week_end","article_date","asset","title","description","summary","publisher","url","query","query_rank","gnews_rank"
"2014-03-14","2014-03-10","TLT","Emerging bonds lose to high-yield debt - businessreport.co.za","Emerging bonds lose to high-yield debt businessreport.co.za","Emerging bonds lose to high-yield debt businessreport.co.za","businessreport.co.za","https://news.google.com/rss/articles/CBMimAFBVV95cUxNNDFfMnZ5NUlLRzZuQUNXbV9OY0lvMllsNWdYY0tFVUNMQlU2Z2FsUjdiYW5Nbkd4X2VieWR0LWh0c0lRckJ6bTRhT05objJTSVY4WnJ5eFQxRnl1NEhCYVlpdUU0UExndWthZXNEa1dURUFzUUNtQkk4VjZxRjhQWkF1ekdwSWx6cWh4dDdlcmQ5QmdkNWExUA?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","2"
"2014-03-21","2014-03-19","TLT","Fishing For Gold? The Link Between Gold And Interest Rates - Investing.com","Fishing For Gold? The Link Between Gold And Interest Rates Investing.com","Fishing For Gold? The Link Between Gold And Interest Rates Investing.com","Investing.com","https://news.google.com/rss/articles/CBMioAFBVV95cUxQdS1iWHRaZ041ck11bUtWN0k1cHoxbDJWNWdncXE1SW5SaE16YkttcDR1R3N4N3daRGJHYU1uU2NtaXpIXzZ3WWw0NERtZm16ZWZGMkdMdjQzU1psRFd3WG1MNGlyZ1l4MnF0UVZRUl9HX0IzWklPUDdyb0xKWjlRQUdhSi1zb05Sbk1xVklOQkdlNDBRd3FYNndXVlhmQ2V5?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","3"
"2014-03-28","2014-03-27","TLT","The Fed taper: How quantitative easing affects the yield curve - Market Realist","The Fed taper: How quantitative easing affects the yield curve Market Realist","The Fed taper: How quantitative easing affects the yield curve Market Realist","Market Realist","https://news.google.com/rss/articles/CBMijAFBVV95cUxPZWlHT05EODdUMWF5ZUplTlF6NHU5QjgxMTZxZ01HQkJ2SEQ2cXVsdVQzcU5YR0RiaDd0bzFZb29jLUFwOFZkMldZcjh6RkpydDdnd01vdzl0RHBnZThBT2JQT3RjSDJSVDFfcHZZelVUSDJyNmxKakR6NzF6R3dGcnJnRFIyZXd0Ulo4VQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","3"
"2014-04-04","2014-03-29","TLT","Desperately seeking yield in a low interest environment - Royal Gazette | Bermuda","Desperately seeking yield in a low interest environment Royal Gazette | Bermuda","The search for yield in this low interest environment is a challenging one. When, oh when, are we going to see some decent interest rates on deposits, or bonds for that matter? Mortgage REITS generate income by borrowing at low short-term interest rates and investing in higher-yield mortgage backed securities. Deferring your pension annuity distribution in a low interest rate market is not necessarily a bad decision, if other options are available. Your may be putting together some investments in stocks that generate dividends hoping to earn more in appreciation than the current low interest rate environment, but you are unsure where to start.","Royal Gazette | Bermuda","https://www.royalgazette.com/opinion-writer/opinion/article/20140329/desperately-seeking-yield-in-a-low-interest-environment/","bond yields","2","6"
"2014-04-11","2014-04-08","TLT","Investors add longer-dated Treasuries after U.S. jobs data: survey - Reuters","Investors add longer-dated Treasuries after U.S. jobs data: survey Reuters","Investors add longer-dated Treasuries after U.S. jobs data: survey Reuters","Reuters","https://news.google.com/rss/articles/CBMiugFBVV95cUxQY1YxS2l2dTUxd1RXUXNrRnhiVTEtUTBjS2Y1NWw2QTdmSEc0SlpiVWZhTVpxRk1IYVZZSnVtVll0OXRGRmZURXlwNTlZUGFfd19ha1UyeGpUOUh4WGZMNGpWb3A5b1luOHpiMkNGTHpCS0pNTmd5VjFFbENjSkRwRnBwbl9neWM2V2VZc1lwcHVhUmRGdVVRY2pkME1CVDE3Tk5mMVBHdUQ3REhCeGYxc3VPeHd1ZENzVEE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2014-04-18","2014-04-17","TLT","Why Energy is Catching the Market’s Eye - USFunds","Why Energy is Catching the Market’s Eye USFunds","Why Energy is Catching the Market’s Eye USFunds","USFunds","https://news.google.com/rss/articles/CBMif0FVX3lxTE1lcUE0cUZOOHdYZlJmZTRkSktScnVrN3pzblM2Y3VXeE9sS0RlNGtxaGZoU2x4LVFtQVFLYnowS2NyYTYzMnVLY2xrSDBTMTZQMWsxQkVWU0ZwWlZjRzllc2V2WXBvRFZmQl9IdGFnWWtMN0hMUDF2ZE11b1l6M3c?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2014-04-25","2014-04-25","TLT","Samaras N.Y. Meeting With Dimon Opened Bond Market Door - greekreporter.com","Samaras N.Y. Meeting With Dimon Opened Bond Market Door greekreporter.com","Samaras N.Y. Meeting With Dimon Opened Bond Market Door greekreporter.com","greekreporter.com","https://news.google.com/rss/articles/CBMilwFBVV95cUxNbG1vSFpxMXQ3LUVjWFdMcDFZMm5HWDVjdnZoTUgwSVp0S0lub0hFWmNhTGs5QnNSV0lzQ2c1SUtmWm8xdHpGUVE3Q3I5TWJaRGJEcHRFNlJtZkppb2hpdXFZblRXMUdhaHZpLS1HVTRubTVvdWM5VHdXQmtETVJFUjBfZmNVQS11RG1RQWlsdS1UR3EzOGdV?oc=5&hl=en-US&gl=US&ceid=US:en","bond yields","2","5"
"2014-05-02","2014-04-29","TLT","Why investors should follow shifts and twists in the yield curve - Market Realist","Why investors should follow shifts and twists in the yield curve Market Realist","Why investors should follow shifts and twists in the yield curve Market Realist","Market Realist","https://news.google.com/rss/articles/CBMigwFBVV95cUxQenRYWXlMNTEwbnNVTnM1Z3NMVzdYa0NsWGdQUE84c2tGaTBMdUVnRERZTjI0R1pLdHpGSDNkbG9CSWRxZURXSVVDRFU1UFk4dVRPUGFmSWticGNId1F1TGswS1hId2xfVXhmV0VwYW5BRW5iRC1RVk9mdXA3S0dqOGhjUQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","2"
"2014-05-09","2014-05-07","TLT","Student Loan Interest Rates Reset for AY 2014-15 - New America","Student Loan Interest Rates Reset for AY 2014-15 New America","For new and returning student loan borrowers, that means the results are in on the interest rates they’ll pay on any federal loans they take out this year. Interest rates for undergraduate Stafford loans will be set at 4.66 percent for the 2014-15 academic year — up from 3.86 percent last year. And graduate students and parents of undergraduates will still have lower interest rates than they did just two years ago. A contentious debate led to a bipartisan compromise that replaced the arbitrarily set interest rates with ones based on interest rates in the economy. That’s because it’s what the law was supposed to do–keep rates on newly issued student loans low for as long as interest rates in the economy stay low.","New America","https://www.newamerica.org/insights/student-loan-interest-rates-reset-ay-2014-15/","interest rates","4","1"
"2014-05-16","2014-05-12","TLT","Treasury Term Premia: 1961-Present - Liberty Street Economics","Treasury Term Premia: 1961-Present Liberty Street Economics","Treasury Term Premia: 1961-Present Liberty Street Economics","Liberty Street Economics","https://news.google.com/rss/articles/CBMikgFBVV95cUxOVGNOdzNuNE1LU0JTSWdvSUVpblYtem1EVDlXSEx4UzJ6OW1Sd2ZCWndPRjA3TXNVNElSZERncHFvVG5qZUYwWU5pTkpnZjhab1Q0NmtOM2Q0dVFpazFoMGtSSEJITnJZTVF0T1VnamFOazFyb19XY0R2anNaazRmd2JSZDVwUjdFclNSOGVyNUo0Zw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2014-05-23","2014-05-19","TLT","15 years of Artemis, $60 billion of catastrophe bond & ILS deals recorded - Artemis.bm","15 years of Artemis, $60 billion of catastrophe bond & ILS deals recorded Artemis.bm","Now, 15 years later the total risk capital included in the Artemis Deal Directory has hit $61.9 billion from an incredible 327 deal entries. In the 15 years since Artemis was launched the Deal Directory has recorded an amazing $59.57 billion of catastrophe bond and ILS issuance from 307 transactions. Since that time the amount of risk capital in the Artemis Deal Directory has doubled. The chart below shows the growth of risk capital in the Artemis Deal Directory. At 15 Artemis is approaching adulthood fast, as is the ILS and catastrophe bond market.","Artemis.bm","https://www.artemis.bm/news/15-years-of-artemis-60-billion-of-catastrophe-bond-ils-deals-recorded/","bond market","3","1"
"2014-05-30","2014-05-28","TLT","Treasury yields dip to new 2014 lows - cnbc.com","Treasury yields dip to new 2014 lows cnbc.com","Treasury yields dip to new 2014 lows cnbc.com","cnbc.com","https://news.google.com/rss/articles/CBMifkFVX3lxTFAzdk1fdnBKWmFXN0V5ZE1VelVPOFZIVWlYcFRZS0pvT1JDdGVpTzJiMFJhZXRKeUEtLWlLaTJzUnRwNjBVVUJvWGcxTG01UlB3WkpGWVdpZ0FrSy1QdlVKcjhSWmdZSDRZVFo1UWp3TUt1VERTc0R6b3NBSk1JUdIBgwFBVV95cUxPLVRYbXgyb3V4NXMzOHJ2dmN3ZzhlNWxBQ2tZZGwtUDlRRlZfa0hmQlo2dW1XMXhwbllMcWRXamRDSWp5MHd2ejBpTUlyWGF5RkROejU4Z2lCUjBTUkljc21iX1N6dGp3dFNUclA0RzdaREotRXlydDhJTHA5d1ctcG5fQQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2014-06-06","2014-06-02","TLT","Indian bond yields snap two-day fall on caution ahead of RBI policy - Mint","Indian bond yields snap two-day fall on caution ahead of RBI policy Mint","Indian bond yields snap two-day fall on caution ahead of RBI policy Mint","Mint","https://news.google.com/rss/articles/CBMiugFBVV95cUxQUjg5ejRQUVIxYVBvMkFfTDBnazlTWFJYdjVrOXV5akJfclpWWWFSWWJFajU2aC1pVUt6YnUwNFJlbmVTTE1nUjh0QkhkODNuYlhhUXh4Mm1hR21LNmVLaUxReTBKc21RLW9qQUFnSGFXLTduSkNvSGR2MTZzMWhiZkJvck9CSHQtb3Y0Qm1SYzhwOW1nQmdfZ0t6RHJZLTktY0JuZ0R6VFVWOEI4YUllMGxBM0hyMFJ4Z3fSAccBQVVfeXFMUG1lb3RuS25rTC1TVGNfdW45UFZXSEVoaGFkLUxFX1V4S0puR2NFakNGWlVDY1U4TTJpcWROZFNkbWVhSmRsRHdrbzZuQUxkZ19zb3ZxYnFrenM2OC1JZldEMklXWkVSdUl0c1QyeEI3UFhyejBTbklwZXBJQzE3LU1wZEd3OW14S3BEUERzbU5SQzNER0NaMUxTaHBLcmNZMUFLbnE2Njk5NXdpLUVMa3oyalAxTTBXMWhrcXZLRmM2Tm1JQ3RGRQ?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","6"
"2014-06-13","2014-06-12","TLT","Observing interest rates with Jim Grant - roger montgomery","Observing interest rates with Jim Grant roger montgomery","Observing interest rates with Jim GrantJames Grant of Grant’s Interest Rate Observer famously observed that gold was “the refuge of idiots”. James Grant founded Grant’s Interest Rate Observer in 1983 following a stint at Barron’s, where he originated the “Current Yield” column. James is also the author of “Bernard M. Baruch: The Adventures of a Wall Street Legend” (Simon & Schuster, 1983) and “Mr. Market Miscalculates” (Axios Press, 2008) among others. If you think that lending money to the US government for 2.40% today means the Italian government shouldn’t also be able to borrow at 2.70%, then you will be very interested in spending half an hour watching this Forbes interview with James Grant.","roger montgomery","https://rogermontgomery.com/observing-interest-rates-with-jim-grant/","bond yields","2","3"
"2014-06-20","2014-06-20","TLT","U.S. Corporate Bond Issuance Offers Easy Financing - Institutional Investor","U.S. Corporate Bond Issuance Offers Easy Financing Institutional Investor","U.S. Corporate Bond Issuance Offers Easy Financing Institutional Investor","Institutional Investor","https://news.google.com/rss/articles/CBMixgFBVV95cUxQQ244d21Oa3VaSjVZanpUbWl0cFJqbVg1RVNiOWFtQXlYN1A5Qm5GMWZHT1BlSjNRX0FnV09ieHU1YWtUeHRPWkdmQlJRTEVua0psZjlaQTgwdDRsdXh1Y2RSREpFTUdoS09NQVBpc2RiNkp5ZTRSS0dVUnQ3VVlXZzRrUWt6bGJxNXNjUTVaWVBoM1M0QmRnQnpGa1ZYTk1acVU4Nkw5XzdpTWUtbU9sU2lOVEdaaWdfMzJpWVBxRzJ3ZDhKZkE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2014-06-27","2014-06-21","TLT","Qatar Central Bank Says To Be Flexible With Govt Bond Issues - Gulf Business","Qatar Central Bank Says To Be Flexible With Govt Bond Issues Gulf Business","Qatar Central Bank Says To Be Flexible With Govt Bond Issues Gulf Business","Gulf Business","https://news.google.com/rss/articles/CBMilgFBVV95cUxNb3l6Nl9xYlNRLXRkQ2VXVzU3Snc5TmVheVBjMkhBU3hNbUVxWGUtTjlqZ1ExWERTVHhGV1VkSHZ0REJjVHE5cUtaNm9nTE9HTld2cWNIdnNEb3hMMFhBa1hLZHlMTldVd01sR1YtQlA5cjdKeFVZZ2ltam04RldCeXhOdFhQcW9TdGt2NjFYbEk1RXc5akE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","2"
"2014-07-04","2014-07-02","TLT","Marty Fridson Deflates the High-Yield Bond Balloon (Podcast) - CFA Institute","Marty Fridson Deflates the High-Yield Bond Balloon (Podcast) CFA Institute","Marty Fridson Deflates the High-Yield Bond Balloon (Podcast) CFA Institute","CFA Institute","https://news.google.com/rss/articles/CBMirwFBVV95cUxOVHRROXhId0VIX2lUUFBQdTQ5U1FCN2NnN25fOGc3ZjRqajVVYTdrbHB4ZW9xYkpwVmZubnh1dV9Bb19Qa2dxWGRxNEhKOHpKdG1tc0hjZnVKWGFSSlcycG14a0dJTlFXWmxTRTdQTE5wWS1ET2xoQ0lvclB1SGRONnJWcl91UVNvNk5nTlROM3M5b2NzZnVOSDlMTTFFQ2xxT05kX3RxczEzQS1JRE5j?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","3"
"2014-07-11","2014-07-08","TLT","A Simple Trick That Will Help You Understand The Bond Market - money.com","A Simple Trick That Will Help You Understand The Bond Market money.com","A Simple Trick That Will Help You Understand The Bond Market money.com","money.com","https://news.google.com/rss/articles/CBMiYEFVX3lxTE9QR211aWVXN2pQaUltbHdDT0tTUXdndGxCVHRNdEJSOWxMVVNNLVZfR2ttdVVXN1kzdnJkbEVPaUFITWJ1OFl5V18xS2tXR2Vvd0xWN3JBdGJDWkY3ZGRGQdIBbEFVX3lxTE9SV2JwcWc5ZWg2ZktRcm9ycEZSQndhRlhyZUFsYmJyaVh5d0pWMkJCR2pQY2lkbTFnV1czaEczcHl2SVlqN2poRk82ZnpTck5hX09rdDJCbXBocGFtRTJUOG9vQ0ZObnF4ei1mMw?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
"2014-07-18","2014-07-17","TLT","RECORD KENYAN BOND WHETS APPETITE FOR AFRICAN DEBT - Global Finance Magazine","RECORD KENYAN BOND WHETS APPETITE FOR AFRICAN DEBT Global Finance Magazine","FINANCE & CAPITAL | TRENDSSOVEREIGN DEBTCountries in sub-Saharan Africa are lining up to issue bonds after Kenya raised $2 billion from international investors in June, marking a record debut for an African country in the sovereign bond market. The issue was increased from an original $1.5 billion, as bids totaled more than four times the amount raised. The yields were lower than expected, as global investors showed strong demand for African sovereign debt. African countries issued a record six sovereign bonds in 2013, with offerings from Nigeria, Senegal, Zambia, Rwanda, Gabon and Namibia. These deals raised a record $11 billion, according to Dealogic.","Global Finance Magazine","https://gfmag.com/features/record-kenyan-bond-whets-appetite-african-debt/","bond yields","2","2"
"2014-07-25","2014-07-19","TLT","Payday loan case reveals brutal interest rates - Wichita Eagle","Payday loan case reveals brutal interest rates Wichita Eagle","Payday loan case reveals brutal interest rates Wichita Eagle","Wichita Eagle","https://news.google.com/rss/articles/CBMiZ0FVX3lxTE83ZUtubU9PUURwMExLU1JNXzczLTd4UC12dEZWM05XLWVPQVVrTGpwUnJ3RTQ0Y1FqUHZEUTFCeU9mWng2NG83QjVXbmlrT2c2SHBydVBJLW55T3Mxd1lLZTVZdkFJcFnSAWdBVV95cUxNUFdqc255bDlTMlozX3phbjd5THRYeEhxbTREY3c2VWZadlNna1JFY2FGSTJvcTdwVDFEaUl5eFdQNUJocmZULTBJVFdlUFYwNGt6TTgzYU93SjhuQ3VrMXNubjRxSnlV?oc=5&hl=en-US&gl=US&ceid=US:en","interest rates","4","4"
"2014-08-01","2014-08-01","TLT","There Is No High Yield 'Bubble' to Burst, Says Fund Managers - thestreet.com","There Is No High Yield 'Bubble' to Burst, Says Fund Managers thestreet.com","There Is No High Yield 'Bubble' to Burst, Says Fund Managers thestreet.com","thestreet.com","https://news.google.com/rss/articles/CBMipAFBVV95cUxPSF91VWJKUFFQMEFYdGZMQVVEZUl3cGYtSGhUZF96cDBoZF9LXzdfVUMtUnJpMU43Z2VkdFpvVUxqLVpyZlU2UVNCRUY1c3dHaDFHS0czQ2FnQnMtY3QxaEdtUkNLVkstRjNkYjF2N0RwcGhMSjAyVDVpeEFoczB3U3lHSXFEZHdMQm5pcElHYV95dmZYMnV0aG1FNDl0YnhrLUpscg?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","4"
"2014-08-08","2014-08-08","TLT","Cat bond lite platforms produce $242m of issuance so far in 2014 - Artemis.bm","Cat bond lite platforms produce $242m of issuance so far in 2014 Artemis.bm","The popularity of the cat bond lite, or private catastrophe bond or insurance-linked security (ILS) issuance, continues apace with $242m of new risk capital issued through the recognised private cat bond issuance platforms so far in 2014. In 2014 we have recorded the most private catastrophe bond deals ever in our catastrophe bond and ILS Deal Directory, with eight lite transactions added to it so far this year. The cat bond lite, or private cat bond, platforms have been busy since their launches, with the most prolific in terms of transactions we actually get to hear about so far being the Kane SAC Limited subsidiary of global independent insurance management firm Kane. The one other private cat bond deal we have covered so far in 2014 is the $25m Omamori cat bond, a private cat bond transaction issued using the Tokio Tensai platform and facilitated by Tokio Solution Management Ltd.Cat ","Artemis.bm","https://www.artemis.bm/news/cat-bond-lite-platforms-produce-242m-of-issuance-so-far-in-2014/","bond market","3","4"
"2014-08-15","2014-08-14","TLT","CHART: Interest rates vs gold price shows plenty upside - Mining.com","CHART: Interest rates vs gold price shows plenty upside Mining.com","Something to cheer next year Gold was trading sideways on Wednesday around the $1,310 level, holding onto gains of nearly 9% this year. This year the price of gold has found some support from safe haven buying thanks to the political crises in Eastern Europe and the Middle-East, but the number one negative factor working against the metal has been expectations of higher market interest rates and rising bond yields in the US. As the chart shows the relationship between real long-term interest rates in the US (as proxied by 10-year US inflation-linked bonds) and the gold price is strongly negative.","Mining.com","https://www.mining.com/chart-interest-rates-vs-gold-price-shows-plenty-upside-51610/","Treasury yields","1","3"
"2014-08-22","2014-08-22","TLT","Why the US Treasury ups the T-bills auction size by 12% - Yahoo Finance","Why the US Treasury ups the T-bills auction size by 12% Yahoo Finance","Why the US Treasury ups the T-bills auction size by 12% Yahoo Finance","Yahoo Finance","https://news.google.com/rss/articles/CBMidkFVX3lxTE8wNmRDSVFIaFUwNmVCLTNGQUVmVDlDY3g4V0FmeWZTaWRKcFNEcnFrREhkSGRkNjg4NTZpc3ZzX2FCQzVicEJheW4yeUhWbjgwczZUNDdKSUlxOEN5MTlIMjc4SERGTmw5Zy1VTTg2VDFfZXRUcFE?oc=5&hl=en-US&gl=US&ceid=US:en","Treasury yields","1","1"
