agreement_level,sentence,label,source
all_agree,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,huggingface_takala_financial_phrasebank
all_agree,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,huggingface_takala_financial_phrasebank
all_agree,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,huggingface_takala_financial_phrasebank
all_agree,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,huggingface_takala_financial_phrasebank
all_agree,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,huggingface_takala_financial_phrasebank
all_agree,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,huggingface_takala_financial_phrasebank
all_agree,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,huggingface_takala_financial_phrasebank
all_agree,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,huggingface_takala_financial_phrasebank
all_agree,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,huggingface_takala_financial_phrasebank
all_agree,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,huggingface_takala_financial_phrasebank
all_agree,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,Sales have risen in other export markets .,positive,huggingface_takala_financial_phrasebank
all_agree,Sales increased due to growing market rates and increased operations .,positive,huggingface_takala_financial_phrasebank
all_agree,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,huggingface_takala_financial_phrasebank
all_agree,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,huggingface_takala_financial_phrasebank
all_agree,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,huggingface_takala_financial_phrasebank
all_agree,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,huggingface_takala_financial_phrasebank
all_agree,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,huggingface_takala_financial_phrasebank
all_agree,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,huggingface_takala_financial_phrasebank
all_agree,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,huggingface_takala_financial_phrasebank
all_agree,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,huggingface_takala_financial_phrasebank
all_agree,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,huggingface_takala_financial_phrasebank
all_agree,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,huggingface_takala_financial_phrasebank
all_agree,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,huggingface_takala_financial_phrasebank
all_agree,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,huggingface_takala_financial_phrasebank
all_agree,"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,huggingface_takala_financial_phrasebank
all_agree,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,huggingface_takala_financial_phrasebank
all_agree,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,huggingface_takala_financial_phrasebank
all_agree,Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,huggingface_takala_financial_phrasebank
all_agree,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,huggingface_takala_financial_phrasebank
all_agree,Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,huggingface_takala_financial_phrasebank
all_agree,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,huggingface_takala_financial_phrasebank
all_agree,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,huggingface_takala_financial_phrasebank
all_agree,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,huggingface_takala_financial_phrasebank
all_agree,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,huggingface_takala_financial_phrasebank
all_agree,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,huggingface_takala_financial_phrasebank
all_agree,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit margin increased from 11.2 % to 11.7 % .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,huggingface_takala_financial_phrasebank
all_agree,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,huggingface_takala_financial_phrasebank
all_agree,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,huggingface_takala_financial_phrasebank
all_agree,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,huggingface_takala_financial_phrasebank
all_agree,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,huggingface_takala_financial_phrasebank
all_agree,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,huggingface_takala_financial_phrasebank
all_agree,The Department Store Division reported an increase in sales of 4 per cent .,positive,huggingface_takala_financial_phrasebank
all_agree,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,huggingface_takala_financial_phrasebank
all_agree,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,huggingface_takala_financial_phrasebank
all_agree,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,huggingface_takala_financial_phrasebank
all_agree,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,huggingface_takala_financial_phrasebank
all_agree,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,huggingface_takala_financial_phrasebank
all_agree,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,huggingface_takala_financial_phrasebank
all_agree,Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,huggingface_takala_financial_phrasebank
all_agree,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,huggingface_takala_financial_phrasebank
all_agree,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,huggingface_takala_financial_phrasebank
all_agree,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,huggingface_takala_financial_phrasebank
all_agree,"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,huggingface_takala_financial_phrasebank
all_agree,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,huggingface_takala_financial_phrasebank
all_agree,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,huggingface_takala_financial_phrasebank
all_agree,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,huggingface_takala_financial_phrasebank
all_agree,Cargo volume increased by approximately 5 % .,positive,huggingface_takala_financial_phrasebank
all_agree,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,huggingface_takala_financial_phrasebank
all_agree,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,huggingface_takala_financial_phrasebank
all_agree,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,huggingface_takala_financial_phrasebank
all_agree,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,huggingface_takala_financial_phrasebank
all_agree,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,huggingface_takala_financial_phrasebank
all_agree,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,huggingface_takala_financial_phrasebank
all_agree,EBIT margin was up from 1.4 % to 5.1 % .,positive,huggingface_takala_financial_phrasebank
all_agree,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,huggingface_takala_financial_phrasebank
all_agree,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,huggingface_takala_financial_phrasebank
all_agree,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,huggingface_takala_financial_phrasebank
all_agree,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,huggingface_takala_financial_phrasebank
all_agree,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,huggingface_takala_financial_phrasebank
all_agree,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,huggingface_takala_financial_phrasebank
all_agree,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,huggingface_takala_financial_phrasebank
all_agree,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,huggingface_takala_financial_phrasebank
all_agree,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,huggingface_takala_financial_phrasebank
all_agree,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,huggingface_takala_financial_phrasebank
all_agree,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,huggingface_takala_financial_phrasebank
all_agree,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,huggingface_takala_financial_phrasebank
all_agree,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,huggingface_takala_financial_phrasebank
all_agree,"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,huggingface_takala_financial_phrasebank
all_agree,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,huggingface_takala_financial_phrasebank
all_agree,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,huggingface_takala_financial_phrasebank
all_agree,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,huggingface_takala_financial_phrasebank
all_agree,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,huggingface_takala_financial_phrasebank
all_agree,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,huggingface_takala_financial_phrasebank
all_agree,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,huggingface_takala_financial_phrasebank
all_agree,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,huggingface_takala_financial_phrasebank
all_agree,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,huggingface_takala_financial_phrasebank
all_agree,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,huggingface_takala_financial_phrasebank
all_agree,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,huggingface_takala_financial_phrasebank
all_agree,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,huggingface_takala_financial_phrasebank
all_agree,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,huggingface_takala_financial_phrasebank
all_agree,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,huggingface_takala_financial_phrasebank
all_agree,"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,huggingface_takala_financial_phrasebank
all_agree,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive,huggingface_takala_financial_phrasebank
all_agree,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,huggingface_takala_financial_phrasebank
all_agree,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,huggingface_takala_financial_phrasebank
all_agree,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,huggingface_takala_financial_phrasebank
all_agree,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,huggingface_takala_financial_phrasebank
all_agree,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,huggingface_takala_financial_phrasebank
